,hotel,is_canceled,lead_time,arrival_date_year,arrival_date_month,arrival_date_week_number,arrival_date_day_of_month,stays_in_weekend_nights,stays_in_week_nights,adults,children,babies,meal,country,distribution_channel,is_repeated_guest,previous_cancellations,previous_bookings_not_canceled,reserved_room_type,assigned_room_type,booking_changes,deposit_type,agent,days_in_waiting_list,customer_type,adr,required_car_parking_spaces,total_of_special_requests,duration_of_stay
39130,Renaissance Hotel,0,336,2017,August,31,1,2,5,2,0.0,0,HB,GBR,TA/TO,0,0,0,E,F,1,No Deposit,177.0,0,Transient,180.8,0,0,7
39131,Renaissance Hotel,0,231,2017,August,31,2,2,4,2,0.0,0,HB,ESP,TA/TO,0,0,0,D,D,3,No Deposit,240.0,0,Transient,229.33,1,4,6
39132,Renaissance Hotel,0,6,2017,August,32,6,2,0,2,0.0,0,HB,PRT,Direct,0,0,0,E,E,1,No Deposit,250.0,0,Transient,291.0,0,1,2
39133,Renaissance Hotel,0,204,2017,August,31,3,2,4,2,0.0,0,BB,PRT,TA/TO,0,0,0,A,A,0,No Deposit,240.0,0,Transient,165.63,0,1,6
39134,Renaissance Hotel,0,220,2017,July,30,26,4,10,2,0.0,0,BB,CHE,TA/TO,0,0,0,A,A,0,No Deposit,240.0,0,Transient,160.84,0,1,14
39135,Renaissance Hotel,0,102,2017,August,31,2,2,5,2,0.0,0,HB,GBR,TA/TO,0,0,0,A,A,0,No Deposit,40.0,0,Contract,148.5,0,0,7
39136,Renaissance Hotel,0,263,2017,August,31,1,2,6,2,1.0,0,HB,ESP,Direct,0,0,0,A,A,0,No Deposit,250.0,0,Transient,186.02,0,1,8
39137,Renaissance Hotel,0,165,2017,July,30,28,4,8,2,0.0,0,BB,PRT,Direct,0,0,0,D,D,0,No Deposit,250.0,0,Transient-Party,165.33,0,0,12
39139,Renaissance Hotel,0,165,2017,July,30,28,4,8,2,0.0,0,BB,PRT,Direct,0,0,0,D,D,0,No Deposit,250.0,0,Transient-Party,163.5,0,0,12
39140,Renaissance Hotel,0,21,2017,August,31,2,2,5,2,0.0,0,BB,GBR,TA/TO,0,0,0,D,D,0,No Deposit,40.0,0,Contract,121.5,0,2,7
39141,Renaissance Hotel,0,85,2017,August,31,4,2,3,2,0.0,0,BB,ARG,TA/TO,0,0,0,A,A,0,No Deposit,196.0,0,Transient,197.93,0,0,5
39142,Renaissance Hotel,0,91,2017,August,31,2,2,5,3,0.0,0,BB,GBR,TA/TO,0,0,0,A,A,0,No Deposit,40.0,0,Contract,159.28,0,0,7
39143,Renaissance Hotel,0,102,2017,August,32,7,1,1,2,0.0,0,BB,CHE,TA/TO,0,0,0,A,E,0,No Deposit,241.0,0,Transient,184.0,0,1,2
39144,Renaissance Hotel,0,14,2017,August,31,5,2,2,2,0.0,0,BB,AUS,TA/TO,0,0,0,A,A,0,No Deposit,240.0,0,Transient,228.5,0,2,4
39145,Renaissance Hotel,0,1,2017,August,32,8,0,1,2,0.0,0,BB,LUX,Direct,0,0,0,H,H,0,No Deposit,250.0,0,Transient,269.0,0,1,1
39146,Renaissance Hotel,0,97,2017,August,32,7,1,1,2,2.0,0,BB,PRT,TA/TO,0,0,0,C,C,0,No Deposit,240.0,0,Transient,294.0,0,3,2
39147,Renaissance Hotel,0,217,2017,August,31,5,2,2,2,1.0,0,BB,FRA,TA/TO,0,0,0,E,E,1,No Deposit,240.0,0,Transient,255.0,1,3,4
39148,Renaissance Hotel,0,177,2017,August,31,5,2,2,2,0.0,0,BB,FRA,TA/TO,0,0,0,E,E,0,No Deposit,240.0,0,Transient,218.0,0,3,4
39149,Renaissance Hotel,0,8,2017,August,32,6,2,1,2,2.0,0,BB,ESP,TA/TO,0,0,0,G,G,0,No Deposit,240.0,0,Transient,324.0,0,1,3
39150,Renaissance Hotel,0,1,2017,August,32,8,0,1,2,2.0,0,BB,FRA,TA/TO,0,0,0,G,G,0,No Deposit,240.0,0,Transient,250.0,0,1,1
39151,Renaissance Hotel,0,2,2017,August,32,8,0,1,3,1.0,0,BB,FRA,TA/TO,0,0,0,H,H,0,No Deposit,240.0,0,Transient,300.0,0,1,1
39152,Renaissance Hotel,0,23,2017,August,31,3,2,4,2,0.0,0,HB,ESP,TA/TO,0,0,0,E,E,1,No Deposit,240.0,0,Transient,307.67,1,3,6
39153,Renaissance Hotel,0,43,2017,August,31,4,2,3,2,0.0,0,HB,ESP,TA/TO,0,0,0,A,A,0,No Deposit,240.0,0,Transient,257.0,0,3,5
39154,Renaissance Hotel,0,24,2017,August,31,5,2,2,2,0.0,0,BB,PRT,TA/TO,0,0,0,D,D,0,No Deposit,240.0,0,Transient,264.0,1,4,4
39155,Renaissance Hotel,0,31,2017,August,31,1,2,6,2,2.0,0,Undefined,PRT,Direct,0,0,0,G,G,0,No Deposit,250.0,0,Transient,426.25,0,2,8
39156,Renaissance Hotel,0,143,2017,August,31,3,2,5,2,0.0,0,Undefined,GBR,TA/TO,0,0,0,D,D,0,No Deposit,40.0,0,Contract,175.5,0,1,7
39157,Renaissance Hotel,0,121,2017,August,31,3,2,5,2,0.0,0,BB,GBR,TA/TO,0,0,0,D,D,0,No Deposit,40.0,0,Contract,135.0,0,0,7
39158,Renaissance Hotel,0,38,2017,August,32,6,2,2,2,2.0,0,BB,GBR,TA/TO,0,0,0,G,G,0,No Deposit,241.0,0,Transient,264.0,0,2,4
39159,Renaissance Hotel,0,326,2017,August,32,7,1,2,2,0.0,0,BB,FRA,TA/TO,0,0,0,F,F,1,No Deposit,242.0,0,Transient,197.6,0,2,3
39160,Renaissance Hotel,0,326,2017,August,32,7,1,2,1,0.0,0,BB,FRA,TA/TO,0,0,0,F,F,0,No Deposit,242.0,0,Transient,183.6,0,3,3
39161,Renaissance Hotel,0,163,2017,July,30,27,4,10,2,0.0,0,BB,GBR,TA/TO,0,0,0,A,A,0,No Deposit,40.0,0,Contract,106.86,0,0,14
39162,Renaissance Hotel,0,192,2017,July,31,30,4,7,3,0.0,0,BB,GBR,TA/TO,0,0,0,D,D,0,No Deposit,40.0,0,Contract,166.03,0,2,11
39163,Renaissance Hotel,0,3,2017,August,32,7,1,2,2,0.0,0,BB,ESP,TA/TO,0,0,0,A,A,0,No Deposit,240.0,0,Transient,230.0,0,2,3
39164,Renaissance Hotel,0,212,2017,August,31,3,2,5,3,0.0,0,HB,GBR,TA/TO,0,0,0,D,D,0,No Deposit,40.0,0,Contract,206.03,0,1,7
39165,Renaissance Hotel,0,122,2017,August,31,3,2,5,2,0.0,0,HB,ROU,TA/TO,0,0,0,D,D,0,No Deposit,40.0,0,Contract,165.0,0,0,7
39166,Renaissance Hotel,0,134,2017,August,31,2,2,6,3,0.0,0,BB,GBR,TA/TO,0,0,0,A,A,3,No Deposit,40.0,0,Contract,141.55,0,0,8
39167,Renaissance Hotel,0,179,2017,August,31,3,2,5,2,0.0,0,BB,PRT,TA/TO,0,0,0,E,E,1,No Deposit,240.0,0,Transient,212.29,0,2,7
39170,Renaissance Hotel,0,32,2017,August,31,5,2,3,2,0.0,0,HB,ESP,TA/TO,0,0,0,A,A,0,No Deposit,240.0,0,Transient,276.0,0,2,5
39171,Renaissance Hotel,0,15,2017,August,32,7,1,2,2,0.0,0,BB,PRT,TA/TO,0,0,0,A,I,0,No Deposit,240.0,0,Transient,231.67,0,2,3
39172,Renaissance Hotel,0,5,2017,August,32,10,0,1,2,0.0,0,BB,PRT,TA/TO,0,0,0,A,A,0,No Deposit,240.0,0,Transient,244.0,0,2,1
39173,Renaissance Hotel,0,95,2017,August,31,4,2,4,2,2.0,0,HB,ESP,TA/TO,0,0,0,C,C,0,No Deposit,240.0,0,Transient,328.0,0,2,6
39174,Renaissance Hotel,0,240,2017,August,32,6,2,2,2,0.0,0,BB,CN,TA/TO,0,0,0,A,A,0,No Deposit,410.0,0,Transient-Party,118.0,0,1,4
39175,Renaissance Hotel,0,199,2017,August,31,3,2,5,3,0.0,0,BB,GBR,Direct,0,0,0,A,A,0,No Deposit,250.0,0,Transient,187.37,0,2,7
39177,Renaissance Hotel,0,40,2017,August,32,7,1,2,2,2.0,0,HB,ESP,Direct,0,0,0,G,G,1,No Deposit,250.0,0,Transient,387.0,0,3,3
39178,Renaissance Hotel,0,2,2017,August,32,9,0,1,2,2.0,0,BB,USA,TA/TO,0,0,0,G,G,0,No Deposit,240.0,0,Transient,230.0,1,1,1
39179,Renaissance Hotel,0,195,2017,August,31,3,2,5,2,1.0,1,BB,PRT,Direct,0,0,0,D,D,1,No Deposit,250.0,0,Transient,182.16,0,2,7
39180,Renaissance Hotel,0,180,2017,August,32,7,1,2,2,0.0,0,BB,CN,TA/TO,0,0,0,A,B,0,No Deposit,241.0,0,Transient,140.6,0,1,3
39181,Renaissance Hotel,0,240,2017,August,32,6,2,2,2,0.0,1,BB,CN,TA/TO,0,0,0,A,A,0,No Deposit,410.0,0,Transient-Party,116.5,0,2,4
39182,Renaissance Hotel,0,240,2017,August,32,6,2,2,2,1.0,0,BB,CN,TA/TO,0,0,0,A,A,0,No Deposit,410.0,0,Transient-Party,147.13,0,1,4
39183,Renaissance Hotel,0,171,2017,August,31,1,2,7,2,0.0,0,BB,PRT,TA/TO,0,0,0,D,D,0,No Deposit,240.0,0,Transient,191.11,0,2,9
39184,Renaissance Hotel,0,174,2017,August,31,3,2,5,2,0.0,1,Undefined,PRT,Direct,0,0,0,D,D,0,No Deposit,250.0,0,Transient,248.36,1,2,7
39185,Renaissance Hotel,0,121,2017,August,31,5,2,3,2,0.0,0,BB,GEO,TA/TO,0,0,0,D,D,0,No Deposit,240.0,0,Transient-Party,239.0,0,1,5
39188,Renaissance Hotel,0,3,2017,August,32,9,0,1,2,0.0,0,HB,ESP,TA/TO,0,0,0,D,D,0,No Deposit,240.0,0,Transient,282.0,0,2,1
39190,Renaissance Hotel,0,27,2017,August,32,8,0,2,1,0.0,0,BB,USA,TA/TO,0,0,0,E,E,2,No Deposit,241.0,0,Transient,232.0,0,1,2
39191,Renaissance Hotel,0,27,2017,August,32,8,0,2,2,0.0,0,BB,USA,TA/TO,0,0,0,D,D,0,No Deposit,241.0,0,Transient,202.0,0,1,2
39192,Renaissance Hotel,0,17,2017,August,32,8,0,3,2,0.0,0,BB,GBR,TA/TO,0,0,0,A,A,0,No Deposit,40.0,0,Group,116.5,0,0,3
39193,Renaissance Hotel,0,119,2017,August,31,1,2,8,2,0.0,0,BB,GBR,TA/TO,0,0,0,D,D,0,No Deposit,40.0,0,Contract,137.0,0,0,10
39194,Renaissance Hotel,0,307,2017,August,31,5,2,4,2,0.0,0,BB,PRT,TA/TO,0,0,0,D,D,0,No Deposit,240.0,0,Transient,168.6,1,2,6
39195,Renaissance Hotel,0,301,2017,July,30,25,4,13,2,0.0,0,HB,DEU,TA/TO,0,0,0,A,A,0,No Deposit,240.0,0,Transient-Party,179.06,0,2,17
39196,Renaissance Hotel,0,301,2017,July,30,25,4,13,2,0.0,0,HB,DEU,TA/TO,0,0,0,A,A,0,No Deposit,240.0,0,Transient-Party,169.06,0,2,17
39197,Renaissance Hotel,0,48,2017,August,32,7,1,3,2,0.0,0,HB,OMN,TA/TO,0,0,0,A,A,0,No Deposit,26.0,0,Transient-Party,216.84,0,0,4
39198,Renaissance Hotel,0,48,2017,August,32,7,1,3,2,0.0,0,HB,GBR,TA/TO,0,0,0,A,A,0,No Deposit,26.0,0,Transient-Party,214.84,0,0,4
39199,Renaissance Hotel,0,229,2017,August,31,4,2,5,2,1.0,0,BB,GBR,Direct,0,0,0,D,D,0,No Deposit,250.0,0,Transient,169.28,0,0,7
39202,Renaissance Hotel,0,131,2017,August,32,7,1,3,2,0.0,0,BB,FRA,TA/TO,0,0,0,E,E,0,No Deposit,240.0,0,Transient,266.0,0,2,4
39203,Renaissance Hotel,0,42,2017,August,31,4,2,5,2,0.0,0,BB,BRA,TA/TO,0,0,0,D,D,0,No Deposit,5.0,0,Transient-Party,197.14,0,0,7
39204,Renaissance Hotel,0,42,2017,August,31,4,2,5,1,0.0,0,BB,BRA,TA/TO,0,0,0,A,A,0,No Deposit,5.0,0,Transient-Party,181.14,0,0,7
39206,Renaissance Hotel,0,208,2017,August,32,8,0,3,2,0.0,0,BB,FRA,TA/TO,0,0,0,E,G,3,No Deposit,240.0,0,Transient,206.0,0,2,3
39209,Renaissance Hotel,0,25,2017,August,32,6,2,3,2,0.0,0,HB,PRT,TA/TO,0,0,0,D,D,0,No Deposit,196.0,0,Transient,254.31,0,0,5
39210,Renaissance Hotel,0,43,2017,August,32,7,1,3,2,0.0,0,HB,PRT,TA/TO,0,0,0,D,D,0,No Deposit,240.0,0,Transient,296.0,0,2,4
39212,Renaissance Hotel,0,3,2017,August,32,6,2,3,2,0.0,0,BB,PRT,TA/TO,0,0,0,D,D,0,No Deposit,240.0,0,Transient,224.0,0,2,5
39213,Renaissance Hotel,0,305,2017,August,31,5,2,5,2,0.0,0,HB,GBR,TA/TO,0,0,0,A,A,0,No Deposit,143.0,0,Transient,132.85,0,0,7
39214,Renaissance Hotel,0,183,2017,August,32,6,2,4,1,2.0,0,HB,GBR,TA/TO,0,0,0,C,C,0,No Deposit,241.0,0,Transient,223.07,0,1,6
39215,Renaissance Hotel,0,183,2017,August,32,6,2,4,2,2.0,0,HB,CN,TA/TO,0,0,0,C,C,0,No Deposit,241.0,0,Transient,239.78,0,1,6
39216,Renaissance Hotel,0,264,2017,August,32,7,1,4,2,1.0,0,BB,CHE,Direct,0,0,0,G,G,0,No Deposit,250.0,0,Transient,231.6,1,1,5
39217,Renaissance Hotel,0,207,2017,August,32,8,0,4,2,0.0,0,HB,ESP,TA/TO,0,0,0,E,E,0,No Deposit,240.0,0,Transient,250.0,0,2,4
39218,Renaissance Hotel,0,218,2017,August,31,5,2,5,1,1.0,0,HB,ESP,TA/TO,0,0,0,A,A,0,No Deposit,171.0,0,Transient,135.9,0,1,7
39219,Renaissance Hotel,0,218,2017,August,31,5,2,5,2,0.0,0,HB,ESP,TA/TO,0,0,0,A,A,1,No Deposit,171.0,0,Transient,135.9,0,1,7
39220,Renaissance Hotel,0,204,2017,August,32,10,0,2,2,0.0,0,BB,DEU,TA/TO,0,0,0,D,F,0,No Deposit,240.0,0,Transient,202.0,1,3,2
39221,Renaissance Hotel,0,152,2017,August,32,7,1,4,2,0.0,0,BB,CHE,TA/TO,0,0,0,D,D,0,No Deposit,240.0,0,Transient,220.0,0,2,5
39222,Renaissance Hotel,0,163,2017,August,32,8,0,4,2,2.0,0,BB,DNK,Direct,0,0,0,C,C,0,No Deposit,250.0,0,Transient,215.0,0,4,4
39223,Renaissance Hotel,0,157,2017,August,32,10,0,2,2,2.0,0,BB,PRT,TA/TO,0,0,0,G,G,0,No Deposit,240.0,0,Transient,314.0,1,3,2
39224,Renaissance Hotel,0,14,2017,August,32,9,0,3,2,0.0,0,HB,ESP,TA/TO,0,0,0,A,A,0,No Deposit,240.0,0,Transient,241.0,0,2,3
39225,Renaissance Hotel,0,166,2017,August,32,8,0,4,2,0.0,0,BB,PRT,Direct,0,0,0,E,E,0,No Deposit,250.0,0,Transient,213.0,0,1,4
39226,Renaissance Hotel,0,31,2017,August,32,7,1,4,2,1.0,0,HB,ESP,Direct,0,0,0,A,A,1,No Deposit,250.0,0,Transient,283.0,0,2,5
39227,Renaissance Hotel,0,167,2017,August,32,8,0,4,2,0.0,0,BB,PRT,Direct,0,0,0,D,D,0,No Deposit,250.0,0,Transient,209.0,1,3,4
39228,Renaissance Hotel,0,104,2017,August,31,3,2,7,2,1.0,0,BB,NLD,TA/TO,0,0,0,A,A,2,No Deposit,240.0,0,Transient,255.0,0,2,9
39229,Renaissance Hotel,0,33,2017,August,32,10,0,2,2,0.0,0,BB,ESP,TA/TO,0,0,0,A,G,0,No Deposit,241.0,0,Transient,179.59,1,1,2
39230,Renaissance Hotel,0,187,2017,July,30,29,4,10,2,0.0,0,BB,GBR,TA/TO,0,0,0,D,D,0,No Deposit,143.0,0,Transient,123.5,0,0,14
39231,Renaissance Hotel,0,174,2017,August,32,9,0,3,3,0.0,0,BB,ESP,Direct,0,0,0,D,D,0,No Deposit,250.0,0,Transient-Party,244.0,1,1,3
39232,Renaissance Hotel,0,253,2017,August,32,9,0,3,3,1.0,0,BB,GBR,Direct,0,0,0,H,H,2,No Deposit,250.0,0,Transient,236.1,1,1,3
39233,Renaissance Hotel,0,190,2017,August,31,2,2,8,2,0.0,0,HB,GBR,TA/TO,0,0,0,E,E,0,No Deposit,40.0,0,Transient,161.4,0,0,10
39234,Renaissance Hotel,0,190,2017,August,31,2,2,8,2,0.0,0,HB,GBR,TA/TO,0,0,0,E,E,0,No Deposit,40.0,0,Contract,161.4,0,0,10
39235,Renaissance Hotel,0,93,2017,August,32,8,0,4,2,0.0,0,BB,CN,TA/TO,0,0,0,A,A,0,No Deposit,241.0,0,Transient,184.0,0,1,4
39236,Renaissance Hotel,0,173,2017,July,31,31,3,9,2,0.0,0,BB,PRT,TA/TO,0,0,0,E,E,0,No Deposit,240.0,0,Transient,223.67,0,2,12
39238,Renaissance Hotel,0,24,2017,August,31,5,2,5,2,0.0,0,BB,GBR,TA/TO,0,0,0,D,D,0,No Deposit,40.0,0,Contract,121.5,0,2,7
39239,Renaissance Hotel,0,36,2017,August,32,9,0,3,2,0.0,0,BB,PRT,TA/TO,0,0,0,A,A,0,No Deposit,240.0,0,Transient,244.0,0,2,3
39240,Renaissance Hotel,0,3,2017,August,32,10,0,2,2,0.0,0,BB,PRT,TA/TO,0,0,0,D,D,0,No Deposit,240.0,0,Transient,240.0,0,3,2
39241,Renaissance Hotel,0,15,2017,August,32,6,2,4,2,0.0,0,BB,ESP,TA/TO,0,0,0,A,A,0,No Deposit,240.0,0,Transient,214.0,0,3,6
39242,Renaissance Hotel,0,214,2017,August,31,5,2,5,2,2.0,0,BB,IRL,TA/TO,0,0,0,C,C,0,No Deposit,175.0,0,Transient,151.76,0,0,7
39243,Renaissance Hotel,0,33,2017,August,32,7,1,4,2,0.0,0,BB,ESP,TA/TO,0,0,0,A,A,0,No Deposit,240.0,0,Transient,244.0,0,2,5
39244,Renaissance Hotel,0,164,2017,August,32,8,0,4,2,2.0,0,BB,AUT,TA/TO,0,0,0,C,C,0,No Deposit,240.0,0,Transient,227.0,1,2,4
39245,Renaissance Hotel,0,32,2017,August,32,8,0,4,2,1.0,0,BB,CN,TA/TO,0,0,0,F,F,0,No Deposit,241.0,0,Transient,237.6,0,1,4
39246,Renaissance Hotel,0,0,2017,August,32,11,0,1,2,0.0,0,BB,PRT,TA/TO,1,0,0,A,A,0,No Deposit,240.0,0,Transient,190.0,0,1,1
39247,Renaissance Hotel,0,23,2017,August,32,11,0,1,2,0.0,0,HB,GBR,TA/TO,0,0,0,A,A,0,No Deposit,240.0,0,Transient,241.0,0,2,1
39248,Renaissance Hotel,0,12,2017,August,32,11,0,2,2,0.0,0,BB,GBR,TA/TO,0,0,0,A,A,0,No Deposit,241.0,0,Transient,168.0,0,1,2
39249,Renaissance Hotel,0,269,2017,July,31,30,4,10,2,0.0,0,BB,GBR,TA/TO,0,0,0,A,A,0,No Deposit,243.0,0,Contract,106.85,0,0,14
39250,Renaissance Hotel,0,46,2017,August,32,8,0,5,3,0.0,0,BB,GBR,TA/TO,0,0,0,D,D,1,No Deposit,508.0,0,Transient-Party,243.81,0,4,5
39251,Renaissance Hotel,0,46,2017,August,32,8,0,5,2,0.0,0,BB,GBR,TA/TO,0,0,0,A,A,1,No Deposit,508.0,0,Transient-Party,188.0,0,3,5
39252,Renaissance Hotel,0,128,2017,August,31,3,2,8,3,0.0,0,HB,PRT,Direct,0,0,0,F,F,1,No Deposit,250.0,0,Transient,368.1,1,1,10
39253,Renaissance Hotel,0,331,2017,August,32,12,2,5,2,0.0,0,HB,GBR,TA/TO,0,0,0,E,E,2,No Deposit,143.0,0,Transient,174.4,0,2,7
39254,Renaissance Hotel,0,51,2017,August,32,12,0,1,2,0.0,0,BB,CHL,TA/TO,0,0,0,E,G,0,No Deposit,240.0,0,Transient,284.0,1,2,1
39255,Renaissance Hotel,0,233,2017,August,31,2,2,9,3,0.0,0,BB,GBR,TA/TO,0,0,0,A,A,0,No Deposit,40.0,0,Contract,143.57,0,2,11
39256,Renaissance Hotel,0,233,2017,August,31,2,2,9,2,1.0,0,BB,GBR,TA/TO,0,0,0,A,A,0,No Deposit,40.0,0,Contract,133.07,0,1,11
39257,Renaissance Hotel,0,22,2017,August,31,3,2,8,2,0.0,0,HB,GBR,TA/TO,0,0,0,E,E,0,No Deposit,40.0,0,Group,161.4,0,2,10
39258,Renaissance Hotel,0,176,2017,August,32,6,2,5,2,1.0,0,BB,GBR,TA/TO,0,0,0,A,A,0,No Deposit,40.0,0,Contract,133.07,0,3,7
39259,Renaissance Hotel,0,153,2017,August,32,6,2,5,2,0.0,0,BB,GBR,TA/TO,0,0,0,D,D,0,No Deposit,40.0,0,Contract,121.5,0,0,7
39260,Renaissance Hotel,0,189,2017,August,31,3,2,8,2,0.0,0,HB,ESP,TA/TO,0,0,0,D,D,1,No Deposit,314.0,0,Transient-Party,163.08,0,0,10
39261,Renaissance Hotel,0,189,2017,August,31,3,2,8,2,0.0,0,HB,ESP,TA/TO,0,0,0,D,D,1,No Deposit,314.0,0,Transient-Party,167.28,0,0,10
39262,Renaissance Hotel,0,38,2017,August,32,6,2,5,2,0.0,0,HB,ESP,Direct,0,0,0,A,A,0,No Deposit,250.0,0,Transient,271.0,1,1,7
39263,Renaissance Hotel,0,188,2017,August,31,3,2,8,2,0.0,0,BB,FRA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,0,Transient,169.0,0,1,10
39264,Renaissance Hotel,0,62,2017,August,32,7,1,5,2,0.0,0,BB,FRA,Direct,0,0,0,E,E,0,No Deposit,250.0,0,Transient,290.67,0,0,6
39265,Renaissance Hotel,0,262,2017,August,32,6,2,5,2,3.0,0,HB,PRT,Direct,0,0,0,H,H,1,No Deposit,250.0,0,Transient,288.03,1,1,7
39268,Renaissance Hotel,0,255,2017,August,32,6,2,5,2,0.0,0,HB,PRT,Direct,0,0,0,A,A,1,No Deposit,250.0,0,Transient,179.81,0,0,7
39269,Renaissance Hotel,0,176,2017,August,32,7,1,5,2,2.0,0,HB,ESP,TA/TO,0,0,0,C,C,0,No Deposit,240.0,0,Transient,268.0,0,2,6
39270,Renaissance Hotel,0,38,2017,August,32,7,1,5,2,1.0,0,HB,ESP,Direct,0,0,0,D,D,1,No Deposit,250.0,0,Transient,302.5,0,1,6
39271,Renaissance Hotel,0,291,2017,August,32,7,1,5,2,0.0,0,BB,ESP,TA/TO,0,0,0,A,A,2,No Deposit,240.0,0,Transient,138.38,0,1,6
39272,Renaissance Hotel,0,291,2017,August,32,7,1,5,2,0.0,0,BB,ESP,TA/TO,0,0,0,A,A,2,No Deposit,240.0,0,Transient,154.38,0,1,6
39273,Renaissance Hotel,0,188,2017,August,31,5,2,6,2,0.0,0,HB,ITA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,0,Transient,212.0,0,2,8
39274,Renaissance Hotel,0,136,2017,August,32,8,0,5,2,0.0,0,HB,HUN,TA/TO,0,0,0,D,D,0,No Deposit,240.0,0,Transient,252.0,0,4,5
39275,Renaissance Hotel,0,185,2017,August,32,6,2,5,2,0.0,0,HB,PRT,TA/TO,0,0,0,D,D,2,No Deposit,181.0,0,Transient,174.0,0,0,7
39276,Renaissance Hotel,0,25,2017,August,32,6,2,5,2,0.0,0,BB,GBR,TA/TO,0,0,0,D,D,0,No Deposit,40.0,0,Group,121.5,0,2,7
39278,Renaissance Hotel,0,5,2017,August,32,12,0,1,2,2.0,0,BB,ESP,TA/TO,0,0,0,C,C,0,No Deposit,240.0,0,Transient,260.0,0,3,1
39279,Renaissance Hotel,0,191,2017,August,32,9,0,4,2,0.0,0,BB,CN,Direct,0,0,0,A,A,0,No Deposit,250.0,0,Transient,162.0,0,0,4
39280,Renaissance Hotel,0,30,2017,August,32,8,0,5,2,0.0,0,BB,ESP,TA/TO,0,0,0,A,A,0,No Deposit,242.0,0,Transient,230.0,0,2,5
39281,Renaissance Hotel,0,3,2017,August,32,12,0,1,2,2.0,0,BB,USA,TA/TO,0,0,0,G,G,0,No Deposit,240.0,0,Transient,324.0,1,1,1
39282,Renaissance Hotel,0,194,2017,August,32,8,0,5,2,0.0,0,BB,GBR,Direct,0,0,0,F,F,3,No Deposit,250.0,0,Transient,210.0,1,3,5
39283,Renaissance Hotel,0,33,2017,August,32,8,0,5,2,0.0,0,HB,BRA,TA/TO,0,0,0,A,A,2,No Deposit,241.0,0,Transient,196.0,0,2,5
39284,Renaissance Hotel,0,176,2017,August,32,8,0,5,2,0.0,0,BB,PRT,Direct,0,0,0,D,D,2,No Deposit,250.0,0,Transient,211.0,1,4,5
39285,Renaissance Hotel,0,314,2017,August,32,6,2,5,2,1.0,0,HB,PRT,TA/TO,0,0,0,A,A,0,No Deposit,15.0,0,Transient,133.74,0,1,7
39286,Renaissance Hotel,0,327,2017,August,31,4,2,7,2,0.0,0,BB,PRT,TA/TO,0,0,0,E,E,0,No Deposit,240.0,0,Transient,174.8,0,1,9
39288,Renaissance Hotel,0,89,2017,August,32,6,2,5,1,2.0,0,BB,CN,TA/TO,0,0,0,C,C,1,No Deposit,240.0,0,Transient,282.0,0,2,7
39289,Renaissance Hotel,0,286,2017,August,32,7,2,5,1,0.0,0,HB,POL,TA/TO,0,0,0,A,A,1,No Deposit,315.0,0,Contract,117.45,0,0,7
39290,Renaissance Hotel,0,286,2017,August,32,7,2,5,2,0.0,0,HB,POL,TA/TO,0,0,0,A,A,0,No Deposit,315.0,0,Contract,130.06,0,1,7
39291,Renaissance Hotel,0,116,2017,August,32,8,1,5,2,1.0,0,BB,GBR,TA/TO,0,0,0,A,A,0,No Deposit,241.0,0,Transient,205.2,0,1,6
39292,Renaissance Hotel,0,27,2017,August,33,13,1,0,2,0.0,0,BB,USA,TA/TO,0,0,0,A,C,0,No Deposit,241.0,0,Transient,181.2,1,2,1
39293,Renaissance Hotel,0,184,2017,August,32,9,1,4,2,1.0,0,HB,HUN,TA/TO,0,0,0,A,A,0,No Deposit,40.0,0,Contract,170.57,0,2,5
39294,Renaissance Hotel,0,15,2017,August,32,11,1,2,2,0.0,0,BB,GBR,TA/TO,0,0,0,D,E,0,No Deposit,40.0,0,Contract,137.0,0,0,3
39295,Renaissance Hotel,0,137,2017,August,32,7,2,5,2,1.0,0,BB,PRT,TA/TO,0,0,0,D,D,0,No Deposit,196.0,0,Transient,205.43,0,0,7
39296,Renaissance Hotel,0,3,2017,August,32,12,1,1,2,0.0,0,HB,GBR,Direct,0,0,0,D,D,1,No Deposit,250.0,0,Transient,283.0,1,1,2
39297,Renaissance Hotel,0,84,2017,August,32,8,1,5,2,0.0,0,BB,PRT,TA/TO,0,0,0,A,A,0,No Deposit,240.0,0,Transient,230.0,0,2,6
39298,Renaissance Hotel,0,191,2017,August,32,6,3,5,2,0.0,0,Undefined,PRT,TA/TO,0,0,0,D,D,2,No Deposit,196.0,0,Transient,196.0,1,0,8
39299,Renaissance Hotel,0,256,2017,August,32,10,1,3,2,1.0,1,BB,FRA,TA/TO,0,0,0,G,G,1,No Deposit,240.0,0,Transient,258.0,0,2,4
39300,Renaissance Hotel,0,43,2017,August,32,7,2,5,2,0.0,0,BB,ESP,TA/TO,0,0,0,E,E,0,No Deposit,240.0,0,Transient,270.0,0,2,7
39301,Renaissance Hotel,0,195,2017,August,32,7,2,5,2,0.0,0,HB,POL,TA/TO,0,0,0,E,E,0,No Deposit,315.0,0,Contract,158.6,0,0,7
39302,Renaissance Hotel,0,11,2017,August,32,10,1,3,2,0.0,0,BB,IRL,Direct,0,0,0,A,A,0,No Deposit,250.0,0,Transient,204.75,0,1,4
